Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,Research & Development,23,3,3,Manufacturing Director,166590,7,16,1,9,2,6,1,3
27,No,Travel_Rarely,Research & Development,6,2,1,Healthcare Representative,42600,1,11,2,4,2,4,2,2
34,No,Travel_Rarely,Sales,1,1,2,Laboratory Technician,24760,1,19,0,6,2,6,1,3
35,No,Travel_Rarely,Research & Development,6,3,3,Laboratory Technician,31020,1,13,1,6,3,5,1,4
29,Yes,Travel_Rarely,Research & Development,6,3,1,Sales Executive,22440,1,12,3,11,5,11,3,10
40,No,Travel_Frequently,Research & Development,2,4,4,Human Resources,75960,9,11,0,20,0,18,2,13
42,Yes,Travel_Frequently,Sales,2,4,1,Laboratory Technician,22850,0,16,0,22,3,21,13,14
42,No,Travel_Rarely,Research & Development,1,2,4,Laboratory Technician,30340,7,21,1,9,3,6,1,5
35,No,Travel_Rarely,Research & Development,5,3,1,Healthcare Representative,57150,6,24,2,10,0,8,1,7
24,No,Travel_Rarely,Sales,7,4,1,Laboratory Technician,25760,8,17,3,6,3,4,1,2
28,Yes,Travel_Rarely,Research & Development,15,4,2,Sales Executive,41970,1,13,0,1,3,1,0,0
26,No,Travel_Rarely,Research & Development,1,4,2,Sales Representative,143360,1,21,1,8,3,8,0,7
30,No,Travel_Rarely,Research & Development,7,2,1,Manufacturing Director,34480,1,11,0,10,3,10,1,4
40,No,Travel_Frequently,Research & Development,26,4,2,Research Scientist,194060,3,20,3,16,2,1,0,0
35,No,Travel_Rarely,Research & Development,18,5,2,Research Scientist,65380,2,16,1,15,3,7,6,4
34,No,Travel_Frequently,Research & Development,6,2,1,Research Director,43060,0,11,0,14,2,13,4,9
35,No,Travel_Frequently,Research & Development,3,3,2,Laboratory Technician,22580,1,11,1,2,2,2,2,2
43,Yes,Travel_Rarely,Sales,5,3,3,Research Scientist,45220,8,15,1,7,3,4,1,3
32,No,Non-Travel,Research & Development,11,2,2,Research Scientist,44870,1,11,0,1,5,1,0,0
29,No,Travel_Rarely,Research & Development,26,1,1,Laboratory Technician,22180,1,24,1,10,1,10,0,8
19,No,Travel_Rarely,Research & Development,23,4,2,Laboratory Technician,191970,1,12,0,1,2,1,0,0
45,No,Travel_Rarely,Research & Development,22,3,2,Sales Representative,132120,4,13,0,7,4,3,0,2
37,No,Travel_Rarely,Research & Development,14,4,3,Research Scientist,65770,1,13,0,14,1,14,3,11
20,No,Travel_Rarely,Research & Development,6,3,5,Research Director,83920,1,17,0,2,5,2,1,2
44,Yes,Travel_Rarely,Human Resources,6,2,3,Sales Executive,45580,1,13,1,6,2,6,0,2
53,No,Travel_Rarely,Research & Development,6,4,1,Research Director,40310,3,12,1,26,3,7,4,7
29,No,Travel_Rarely,Research & Development,23,3,1,Sales Executive,79690,0,14,0,6,3,5,1,3
22,Yes,Travel_Frequently,Research & Development,22,4,1,Sales Representative,26540,0,24,0,1,5,0,0,0
46,No,Travel_Rarely,Research & Development,2,3,2,Research Scientist,165550,8,14,2,28,4,26,15,9
44,No,Non-Travel,Research & Development,20,3,1,Sales Representative,45560,2,13,0,6,4,0,0,0
33,No,Travel_Rarely,Research & Development,28,4,1,Manager,60910,1,15,0,5,6,5,1,4
41,Yes,Non-Travel,Research & Development,12,3,2,Sales Representative,195660,6,16,0,5,2,1,0,0
30,No,Travel_Rarely,Sales,20,3,3,Sales Executive,48100,8,18,0,8,3,4,0,3
40,No,Travel_Frequently,Sales,9,3,1,Manufacturing Director,45230,5,16,1,5,5,0,0,0
50,No,Travel_Frequently,Research & Development,25,4,2,Healthcare Representative,32020,2,24,1,32,2,2,2,2
28,No,Travel_Rarely,Research & Development,6,3,2,Research Scientist,23510,1,16,0,6,4,6,3,3
46,No,Travel_Rarely,Research & Development,8,4,3,Manager,17020,5,21,0,25,2,4,0,3
35,No,Travel_Rarely,Sales,4,4,1,Laboratory Technician,180410,3,20,1,15,3,7,1,7
24,Yes,Travel_Rarely,Human Resources,28,4,3,Manufacturing Director,28860,1,19,1,1,5,1,0,0
33,No,Travel_Frequently,Research & Development,9,2,1,Sales Executive,20970,1,14,2,10,5,10,0,1
36,No,Travel_Rarely,Research & Development,9,2,2,Sales Executive,119350,1,11,3,7,6,7,1,7
30,No,Travel_Rarely,Sales,29,3,1,Sales Executive,25460,1,14,1,10,2,10,8,9
44,No,Travel_Rarely,Research & Development,3,4,2,Research Scientist,25640,1,12,3,20,3,20,13,17
20,No,Travel_Rarely,Research & Development,18,4,1,Human Resources,84120,1,13,0,2,2,2,2,2
46,No,Travel_Rarely,Sales,9,1,1,Sales Executive,141180,2,22,0,12,3,6,1,4
42,No,Non-Travel,Research & Development,5,4,5,Sales Executive,170460,7,11,0,10,3,4,0,3
60,No,Travel_Rarely,Sales,2,2,2,Sales Executive,25640,0,14,1,12,3,11,1,9
32,No,Travel_Frequently,Sales,10,3,1,Sales Executive,102660,1,11,0,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,9,3,2,Research Scientist,50700,4,12,1,10,6,8,0,7
36,No,Travel_Rarely,Sales,3,2,4,Healthcare Representative,178610,2,18,0,17,2,7,7,7
33,No,Travel_Rarely,Sales,26,2,1,Research Scientist,42300,0,12,0,15,0,14,4,10
40,No,Travel_Rarely,Research & Development,1,3,2,Research Scientist,37800,7,12,0,7,2,5,1,3
25,No,Travel_Rarely,Research & Development,6,2,1,Laboratory Technician,27680,0,22,1,5,0,4,1,1
30,No,Travel_Rarely,Sales,9,3,1,Research Scientist,90710,0,19,1,12,2,11,5,7
42,No,Travel_Frequently,Human Resources,8,2,1,Sales Executive,106480,3,13,1,20,1,1,0,0
35,No,Non-Travel,Research & Development,1,1,2,Sales Executive,136100,4,22,2,16,4,13,4,12
27,No,Travel_Rarely,Research & Development,7,3,3,Manufacturing Director,34080,1,24,0,9,2,9,6,8
54,No,Travel_Frequently,Research & Development,9,2,2,Sales Representative,29830,7,14,1,33,2,5,1,4
44,No,Travel_Rarely,Human Resources,4,4,5,Laboratory Technician,76320,1,21,0,10,3,10,7,7
19,Yes,Non-Travel,Sales,2,2,3,Healthcare Representative,98240,1,18,0,1,2,1,0,0
29,No,Travel_Rarely,Research & Development,19,4,1,Manufacturing Director,99500,1,20,0,3,3,3,1,2
54,No,Travel_Rarely,Research & Development,9,4,2,Sales Executive,20930,3,19,0,36,2,10,0,9
31,No,Travel_Rarely,Research & Development,21,3,2,Laboratory Technician,99800,1,12,0,6,1,6,0,1
31,No,Travel_Rarely,Sales,24,1,1,Sales Executive,38940,1,12,0,10,3,10,1,8
59,No,Travel_Rarely,Research & Development,3,4,1,Research Scientist,40510,5,16,3,13,3,6,0,5
43,No,Travel_Rarely,Research & Development,11,2,3,Laboratory Technician,168350,3,17,1,25,3,8,0,7
49,No,Travel_Rarely,Sales,14,4,2,Research Scientist,62300,2,14,0,23,2,1,0,0
36,No,Travel_Frequently,Sales,5,2,1,Laboratory Technician,47170,1,19,1,12,3,11,0,7
48,No,Travel_Rarely,Research & Development,1,4,2,Laboratory Technician,132370,5,13,1,7,2,1,0,0
27,No,Travel_Rarely,Research & Development,6,4,2,Laboratory Technician,37550,1,19,0,5,2,5,0,3
29,No,Travel_Rarely,Sales,17,4,1,Laboratory Technician,65820,1,19,1,6,3,6,1,0
48,No,Travel_Rarely,Sales,1,1,2,Manufacturing Director,74060,6,14,2,25,2,1,0,0
29,No,Travel_Rarely,Research & Development,3,3,2,Healthcare Representative,48050,3,16,1,9,2,7,1,7
34,No,Travel_Rarely,Sales,9,4,2,Laboratory Technician,27410,0,15,1,2,3,1,0,0
44,No,Travel_Rarely,Research & Development,4,3,1,Laboratory Technician,42620,7,18,0,26,2,22,3,10
33,No,Travel_Rarely,Research & Development,8,2,2,Research Scientist,161840,0,13,1,10,2,9,0,8
19,No,Travel_Rarely,Sales,2,4,3,Laboratory Technician,115570,1,22,0,1,0,1,0,1
23,No,Travel_Rarely,Sales,2,3,3,Laboratory Technician,18780,1,13,1,1,2,1,0,1
25,Yes,Travel_Frequently,Research & Development,1,1,1,Manufacturing Director,109320,1,11,1,1,3,1,1,0
26,No,Travel_Rarely,Human Resources,9,3,2,Research Scientist,68110,1,11,1,8,4,8,2,2
45,Yes,Travel_Rarely,Human Resources,12,3,2,Laboratory Technician,43060,2,11,2,26,3,24,1,11
55,No,Non-Travel,Research & Development,27,3,2,Manager,48590,1,24,1,34,3,33,15,0
21,Yes,Travel_Frequently,Research & Development,20,2,4,Research Scientist,53370,1,14,1,2,2,2,2,2
46,No,Travel_Rarely,Research & Development,1,4,1,Manufacturing Director,23400,2,13,1,26,2,11,0,8
34,No,Travel_Rarely,Sales,13,4,3,Sales Representative,74910,0,14,1,4,3,3,0,2
51,No,Travel_Frequently,Research & Development,14,3,2,Research Director,105270,4,14,0,31,3,29,11,10
59,No,Travel_Rarely,Research & Development,4,2,2,Research Scientist,165950,6,21,1,25,2,9,5,4
34,No,Travel_Frequently,Sales,14,4,3,Research Scientist,88340,4,13,1,15,1,11,5,10
28,No,Travel_Frequently,Research & Development,2,3,1,Manager,55770,0,19,0,5,3,4,0,2
44,No,Travel_Rarely,Research & Development,3,4,2,Research Scientist,47070,1,17,0,26,4,25,14,13
34,No,Travel_Frequently,Sales,1,3,2,Sales Executive,24000,4,18,1,14,3,10,1,8
35,No,Travel_Rarely,Research & Development,9,3,4,Healthcare Representative,98240,0,19,0,4,2,3,2,2
42,No,Travel_Rarely,Research & Development,23,4,1,Manager,64470,6,13,0,18,3,1,0,0
43,No,Travel_Rarely,Research & Development,7,2,1,Laboratory Technician,195020,3,18,2,23,3,21,15,17
36,No,Travel_Rarely,Research & Development,2,4,1,Healthcare Representative,27250,9,21,1,18,4,16,5,12
44,Yes,Travel_Rarely,Research & Development,21,4,2,Laboratory Technician,62720,1,19,1,10,3,10,0,5
28,No,Travel_Frequently,Research & Development,2,3,2,Sales Representative,21270,1,14,0,2,3,2,2,2
51,No,Travel_Frequently,Sales,21,4,2,Research Scientist,182000,0,17,0,8,3,7,7,7
30,No,Non-Travel,Research & Development,2,4,1,Research Scientist,20960,7,11,3,10,2,8,1,7
29,Yes,Travel_Rarely,Research & Development,29,4,1,Sales Representative,28860,3,13,0,10,4,7,7,7
28,No,Travel_Rarely,Sales,1,4,2,Sales Representative,20330,2,15,1,5,5,3,1,2
25,No,Travel_Rarely,Research & Development,18,2,1,Research Scientist,36220,1,25,0,2,0,2,2,1
32,No,Travel_Rarely,Research & Development,10,4,1,Sales Executive,42330,1,11,0,10,5,10,0,8
45,No,Travel_Frequently,Research & Development,19,3,3,Laboratory Technician,36810,3,17,1,22,2,0,0,0
39,No,Travel_Rarely,Sales,29,1,1,Laboratory Technician,54600,6,13,2,21,3,19,15,2
58,No,Travel_Rarely,Research & Development,27,3,2,Laboratory Technician,21870,1,18,1,2,1,2,2,2
32,Yes,Travel_Rarely,Research & Development,5,3,1,Sales Executive,96020,1,13,1,10,3,10,1,1
39,Yes,Travel_Rarely,Research & Development,18,2,2,Laboratory Technician,28360,0,20,0,6,3,5,0,3
30,No,Travel_Rarely,Sales,9,1,4,Research Director,40890,0,18,0,10,2,9,6,7
36,No,Travel_Rarely,Sales,1,3,2,Sales Executive,166270,3,12,0,10,5,7,1,7
46,No,Travel_Rarely,Sales,4,3,1,Research Scientist,26190,6,12,1,10,3,7,5,7
28,No,Non-Travel,Research & Development,1,3,5,Sales Executive,56790,0,13,0,10,2,9,7,5
50,No,Travel_Rarely,Research & Development,20,2,5,Laboratory Technician,154020,4,21,0,25,3,3,1,2
40,Yes,Travel_Rarely,Sales,8,1,1,Laboratory Technician,59850,2,13,3,9,1,5,1,0
52,Yes,Travel_Rarely,Research & Development,3,2,3,Laboratory Technician,25790,9,19,1,10,1,8,7,7
30,No,Travel_Rarely,Research & Development,6,4,1,Sales Executive,30410,1,11,1,9,2,9,0,8
39,No,Travel_Rarely,Research & Development,26,1,2,Healthcare Representative,34470,0,14,0,9,5,8,1,7
31,No,Non-Travel,Research & Development,1,2,1,Sales Executive,195130,1,12,1,10,1,10,9,6
41,No,Non-Travel,Sales,6,3,1,Research Director,27730,1,11,0,19,3,19,11,9
31,Yes,Travel_Frequently,Research & Development,3,1,1,Sales Executive,71040,1,14,1,3,3,3,2,2
44,Yes,Travel_Rarely,Sales,5,3,1,Laboratory Technician,63220,4,11,1,10,2,3,1,2
42,No,Non-Travel,Research & Development,4,3,2,Laboratory Technician,20830,0,12,2,21,3,20,2,10
55,No,Travel_Rarely,Sales,11,3,2,Manufacturing Director,83810,4,15,1,23,3,19,9,11
56,No,Travel_Rarely,Sales,3,2,3,Manufacturing Director,26910,6,16,1,36,6,7,7,7
40,No,Non-Travel,Research & Development,1,1,1,Laboratory Technician,42860,9,15,0,6,6,4,0,0
34,No,Travel_Rarely,Research & Development,3,2,2,Research Director,26590,0,24,3,10,2,9,1,6
40,No,Travel_Rarely,Sales,4,3,2,Sales Executive,94340,1,13,1,9,3,9,8,8
41,No,Travel_Frequently,Sales,1,4,2,Healthcare Representative,55610,0,11,0,10,2,9,1,7
35,No,Travel_Frequently,Sales,1,2,2,Manager,66460,1,13,1,9,2,9,1,1
51,No,Travel_Rarely,Sales,18,2,4,Manufacturing Director,77250,1,13,1,33,2,33,0,10
38,No,Travel_Rarely,Sales,2,4,1,Research Scientist,107250,3,18,0,11,5,7,1,7
34,No,Travel_Rarely,Sales,4,3,2,Research Scientist,88470,1,16,0,10,3,10,9,6
25,No,Travel_Rarely,Research & Development,6,2,4,Research Scientist,20450,3,19,0,7,3,3,1,2
58,Yes,Travel_Rarely,Sales,1,4,2,Sales Executive,10090,7,13,2,31,3,10,5,9
40,No,Travel_Rarely,Research & Development,14,4,1,Research Scientist,33480,3,22,0,7,2,4,0,3
36,No,Travel_Frequently,Sales,16,2,1,Research Scientist,12810,2,11,0,17,2,15,6,13
48,No,Travel_Rarely,Research & Development,2,1,2,Research Scientist,28190,1,20,0,11,2,10,0,8
27,No,Travel_Rarely,Research & Development,2,3,2,Laboratory Technician,48510,8,18,0,5,2,1,0,0
51,No,Travel_Rarely,Research & Development,4,1,3,Manufacturing Director,40280,3,14,0,29,3,5,0,3
18,No,Non-Travel,Research & Development,1,4,2,Sales Executive,27200,1,22,1,0,2,0,0,0
35,No,Travel_Rarely,Research & Development,1,4,2,Research Director,81200,0,13,0,10,2,9,0,0
27,No,Travel_Frequently,Research & Development,26,4,1,Research Director,46470,3,17,0,8,3,6,0,0
55,Yes,Travel_Rarely,Research & Development,19,3,1,Human Resources,46800,6,14,3,24,0,19,3,8
56,No,Travel_Rarely,Research & Development,24,4,2,Laboratory Technician,32210,4,15,2,33,2,19,15,9
34,No,Non-Travel,Sales,1,2,2,Research Scientist,86210,1,17,1,5,1,5,0,0
40,No,Travel_Rarely,Research & Development,3,3,2,Sales Executive,45770,5,11,1,15,3,12,11,8
34,No,Travel_Rarely,Research & Development,5,3,1,Research Scientist,45530,4,18,1,10,2,8,7,7
31,Yes,Travel_Frequently,Research & Development,2,2,2,Manufacturing Director,53960,7,17,1,3,2,1,0,0
35,Yes,Travel_Frequently,Research & Development,1,2,1,Manufacturing Director,67960,0,13,0,5,2,4,3,2
38,No,Travel_Frequently,Research & Development,7,3,2,Sales Representative,76250,1,15,0,4,2,4,0,3
34,No,Travel_Rarely,Research & Development,10,4,2,Laboratory Technician,74120,1,24,0,14,4,14,4,11
28,No,Travel_Rarely,Research & Development,2,3,2,Healthcare Representative,111590,1,12,0,5,2,5,0,4
31,Yes,Travel_Rarely,Research & Development,15,2,2,Sales Executive,49600,1,15,0,10,3,10,6,7
39,No,Travel_Rarely,Research & Development,17,4,2,Healthcare Representative,104750,3,11,1,8,3,5,1,4
51,No,Travel_Frequently,Research & Development,20,3,2,Sales Executive,148140,2,11,1,14,2,4,3,2
41,No,Travel_Frequently,Research & Development,1,3,4,Sales Executive,191410,3,12,1,12,2,6,3,3
37,No,Travel_Rarely,Research & Development,2,2,1,Healthcare Representative,54050,7,15,0,8,3,6,1,3
33,No,Travel_Frequently,Research & Development,2,3,1,Sales Executive,87930,6,17,0,8,2,5,1,2
32,No,Travel_Rarely,Research & Development,1,4,5,Research Director,191890,0,12,1,4,3,3,1,2
39,No,Non-Travel,Research & Development,29,2,2,Sales Executive,38750,3,15,0,13,3,6,0,5
25,No,Travel_Rarely,Research & Development,7,4,1,Sales Executive,22160,2,13,3,6,2,3,1,2
52,No,Travel_Frequently,Research & Development,2,1,2,Sales Executive,117130,2,14,0,24,2,5,0,2
43,No,Travel_Rarely,Research & Development,2,2,1,Laboratory Technician,78610,1,14,2,20,1,20,1,8
27,No,Travel_Rarely,Research & Development,2,4,1,Human Resources,37080,1,16,2,6,2,6,4,4
27,Yes,Travel_Rarely,Research & Development,2,5,1,Research Scientist,137700,1,18,1,8,3,8,7,7
26,No,Travel_Rarely,Research & Development,2,2,3,Laboratory Technician,53040,0,20,1,5,2,4,1,1
42,No,Travel_Rarely,Sales,23,3,3,Research Scientist,26420,0,13,1,21,3,20,0,9
52,No,Travel_Rarely,Research & Development,5,2,1,Healthcare Representative,27590,9,18,1,12,6,5,0,4
37,No,Travel_Rarely,Research & Development,20,5,2,Manager,68040,4,13,1,8,1,3,0,2
35,No,Travel_Frequently,Research & Development,6,4,2,Research Director,61420,2,15,1,10,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,4,2,Sales Executive,25000,4,14,2,7,2,3,0,2
26,No,Travel_Rarely,Research & Development,29,4,1,Research Scientist,63890,0,22,0,8,2,7,0,7
29,No,Travel_Rarely,Sales,9,3,1,Laboratory Technician,111030,1,12,0,10,5,10,0,9
49,Yes,Travel_Frequently,Sales,6,5,2,Healthcare Representative,23420,3,18,0,20,2,4,1,3
29,Yes,Travel_Frequently,Sales,3,2,2,Laboratory Technician,68110,0,15,1,9,2,8,7,7
54,No,Travel_Rarely,Sales,1,3,2,Manager,22970,6,18,2,29,2,20,12,7
58,No,Travel_Rarely,Sales,22,3,2,Laboratory Technician,24500,3,12,1,32,2,9,1,5
55,No,Travel_Rarely,Research & Development,7,3,3,Research Scientist,50930,2,16,1,31,3,7,0,0
36,No,Travel_Rarely,Research & Development,1,3,2,Sales Executive,53090,3,13,0,15,5,5,0,1
31,Yes,Travel_Frequently,Sales,4,3,2,Manager,30570,1,19,0,1,3,1,0,0
30,No,Travel_Rarely,Sales,3,3,3,Sales Executive,51210,7,13,0,8,4,3,0,2
31,No,Travel_Rarely,Research & Development,1,3,1,Laboratory Technician,168560,3,12,1,9,3,3,1,0
34,No,Travel_Frequently,Sales,2,1,5,Manager,26860,5,11,0,10,3,4,1,3
31,Yes,Travel_Rarely,Sales,20,3,1,Research Scientist,61800,1,14,1,1,2,1,0,0
27,No,Travel_Rarely,Human Resources,11,4,4,Sales Executive,66320,0,16,0,6,3,5,1,4
36,No,Travel_Rarely,Sales,1,3,2,Research Scientist,35050,1,12,2,10,2,10,1,8
36,No,Travel_Rarely,Research & Development,24,3,3,Research Director,63970,4,14,1,11,3,3,0,2
47,No,Travel_Rarely,Research & Development,23,4,2,Sales Executive,62740,7,14,2,17,0,6,1,2
25,Yes,Travel_Rarely,Sales,16,4,2,Research Scientist,198590,3,19,0,6,3,3,2,2
37,No,Non-Travel,Sales,8,4,1,Healthcare Representative,75870,0,22,1,7,5,6,1,3
56,No,Travel_Rarely,Research & Development,10,4,2,Sales Representative,42580,2,16,0,5,2,3,1,0
47,No,Travel_Rarely,Research & Development,3,2,2,Laboratory Technician,43640,3,11,1,26,3,20,5,6
24,No,Travel_Rarely,Research & Development,5,1,1,Manufacturing Director,43350,1,15,1,5,5,5,0,3
32,No,Travel_Rarely,Sales,4,3,1,Research Scientist,53260,4,14,1,7,2,4,0,3
34,No,Travel_Rarely,Research & Development,9,2,1,Sales Executive,32800,5,13,0,7,3,5,0,2
41,No,Travel_Rarely,Research & Development,26,3,3,Sales Executive,54850,2,17,2,7,2,4,0,3
40,No,Non-Travel,Sales,3,2,1,Sales Executive,43420,3,11,1,11,6,8,0,7
31,No,Travel_Rarely,Research & Development,16,3,2,Human Resources,27820,1,19,1,13,5,13,9,9
46,Yes,Travel_Rarely,Research & Development,18,1,1,Manufacturing Director,59800,4,11,1,28,2,7,4,3
39,Yes,Non-Travel,Research & Development,2,4,2,Manufacturing Director,43810,2,15,2,11,1,1,0,0
31,Yes,Travel_Frequently,Sales,2,3,2,Sales Executive,25720,1,13,3,10,3,10,4,7
45,No,Travel_Rarely,Sales,10,2,1,Sales Executive,38330,2,14,0,24,1,7,0,7
31,No,Travel_Rarely,Research & Development,16,4,3,Human Resources,42440,9,13,0,8,3,3,0,2
31,Yes,Travel_Frequently,Research & Development,7,4,1,Laboratory Technician,65000,6,23,1,7,5,2,2,2
45,No,Travel_Rarely,Research & Development,1,2,1,Research Scientist,184300,4,12,1,10,5,3,1,2
48,No,Travel_Rarely,Research & Development,24,3,2,Research Scientist,16010,4,12,0,15,3,2,2,2
34,Yes,Travel_Rarely,Research & Development,7,4,2,Research Scientist,26940,1,16,1,2,3,2,2,2
40,No,Non-Travel,Research & Development,25,4,1,Sales Executive,31490,2,15,1,16,1,9,4,8
28,No,Travel_Rarely,Research & Development,1,2,1,Research Scientist,176390,0,13,1,6,0,5,1,3
44,No,Non-Travel,Research & Development,5,3,1,Laboratory Technician,23190,3,18,0,7,4,5,0,3
53,No,Travel_Rarely,Research & Development,2,4,2,Manager,116910,4,20,0,35,2,9,8,8
49,No,Travel_Rarely,Research & Development,7,3,3,Laboratory Technician,53240,2,19,0,20,2,3,1,2
40,No,Travel_Rarely,Research & Development,2,4,3,Laboratory Technician,167520,2,18,1,8,3,3,1,2
44,No,Travel_Rarely,Research & Development,5,1,3,Research Scientist,52280,1,13,0,6,2,5,1,3
33,No,Travel_Frequently,Human Resources,10,3,2,Sales Executive,27000,0,14,3,5,2,4,0,3
34,No,Travel_Rarely,Research & Development,10,4,1,Sales Representative,192460,3,15,1,15,5,13,3,12
30,No,Travel_Rarely,Sales,1,2,1,Laboratory Technician,25060,8,22,0,4,3,2,2,2
42,No,Travel_Frequently,Research & Development,8,4,1,Sales Executive,60620,1,22,2,12,2,12,5,8
44,No,Travel_Frequently,Research & Development,5,3,5,Manufacturing Director,43820,7,16,2,11,2,1,0,0
30,No,Non-Travel,Research & Development,8,3,1,Manufacturing Director,21430,1,17,1,1,2,1,0,0
57,No,Travel_Rarely,Sales,2,1,3,Research Scientist,61620,0,14,0,13,5,12,2,8
49,No,Travel_Rarely,Research & Development,7,3,2,Sales Executive,50940,3,15,0,29,5,8,0,7
34,No,Travel_Frequently,Research & Development,2,4,2,Sales Representative,68770,7,20,0,16,3,14,6,9
28,Yes,Travel_Frequently,Research & Development,2,3,1,Research Scientist,22740,3,20,1,5,5,3,1,2
29,Yes,Travel_Frequently,Research & Development,28,3,5,Research Scientist,44340,5,17,3,7,1,5,0,0
34,Yes,Travel_Rarely,Research & Development,7,1,1,Research Scientist,62880,0,15,1,16,2,15,10,10
35,No,Travel_Rarely,Sales,7,4,4,Healthcare Representative,25530,1,14,1,1,4,1,0,0
24,Yes,Travel_Frequently,Sales,3,3,2,Research Scientist,76540,2,17,1,4,3,0,0,0
24,No,Non-Travel,Research & Development,10,3,2,Manager,51600,1,17,1,1,3,1,0,0
44,No,Travel_Frequently,Research & Development,5,2,2,Research Scientist,171590,5,22,1,16,1,2,2,2
29,No,Travel_Rarely,Sales,10,2,1,Sales Executive,128080,1,13,0,10,6,10,0,4
30,No,Travel_Rarely,Research & Development,1,2,3,Sales Executive,102210,0,19,1,6,2,5,1,3
55,No,Travel_Rarely,Sales,20,3,2,Research Scientist,47790,0,14,1,4,6,3,1,2
33,No,Travel_Rarely,Research & Development,7,2,2,Research Scientist,37370,8,22,2,8,2,5,0,2
47,No,Travel_Rarely,Research & Development,8,4,2,Sales Representative,23660,3,17,0,11,5,5,1,2
28,Yes,Travel_Frequently,Sales,1,3,2,Laboratory Technician,17060,7,12,0,8,3,0,0,0
28,No,Travel_Rarely,Sales,8,4,1,Laboratory Technician,163070,1,16,0,1,3,1,0,0
28,No,Travel_Frequently,Research & Development,9,3,2,Sales Executive,59330,0,11,0,5,3,4,1,3
